Cote d'Ivoire,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,28
Cote d'Ivoire,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,58
Cote d'Ivoire,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1
Cote d'Ivoire,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,41
Cote d'Ivoire,External Health Expenditure (EXT) per Capita in US$,,9
Cote d'Ivoire,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,27
Cote d'Ivoire,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,25
Cote d'Ivoire,Current health expenditure by health care functions (preliminary data),Million NCU,"986,383"
Cote d'Ivoire,Preventive care,Million NCU,"153,561"
Democratic Republic of the Congo,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4
Democratic Republic of the Congo,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,58
Democratic Republic of the Congo,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,10
Democratic Republic of the Congo,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,48
Democratic Republic of the Congo,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,0
Democratic Republic of the Congo,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,9
Democratic Republic of the Congo,External Health Expenditure (EXT) per Capita in US$,,8
Democratic Republic of the Congo,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,8
Democratic Republic of the Congo,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,12
Democratic Republic of the Congo,Current health expenditure by health care functions (preliminary data),Million NCU,"2,314,615"
Democratic Republic of the Congo,Preventive care,Million NCU,"530,144"
Equatorial Guinea,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3
Equatorial Guinea,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,98
Equatorial Guinea,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,19
Equatorial Guinea,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,79
Equatorial Guinea,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1
Equatorial Guinea,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,238
Equatorial Guinea,External Health Expenditure (EXT) per Capita in US$,,6
Equatorial Guinea,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,231
Equatorial Guinea,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,20
Eritrea,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3
Eritrea,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,86
Eritrea,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,27
Eritrea,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,59
Eritrea,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1
Eritrea,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,19
Eritrea,External Health Expenditure (EXT) per Capita in US$,,4
Eritrea,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,19
Eritrea,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,29
Eswatini,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7
Eswatini,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,76
Eswatini,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,51
Eswatini,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,26
Eswatini,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4
Eswatini,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,57
Eswatini,External Health Expenditure (EXT) per Capita in US$,,53
Eswatini,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,24
Eswatini,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,35
Eswatini,Current health expenditure by health care functions (preliminary data),Million NCU,"4,097"
Eswatini,Preventive care,Million NCU,649
Ethiopia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4
Ethiopia,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,78
Ethiopia,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,25
Ethiopia,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,53
Ethiopia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1
Ethiopia,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,13
Ethiopia,External Health Expenditure (EXT) per Capita in US$,,6
Ethiopia,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,9
Ethiopia,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,18
Gabon,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3
Gabon,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,99
Gabon,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,63
Gabon,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,36
Gabon,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2
Gabon,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,74
Gabon,External Health Expenditure (EXT) per Capita in US$,,1
Gabon,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,51
Gabon,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,18
Gabon,Current health expenditure by health care functions (preliminary data),Million NCU,"241,060"
Gabon,Preventive care,Million NCU,"19,169"
Gambia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3
Gambia,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,58
Gambia,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,23
Gambia,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,35
Gambia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1
Gambia,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,8
Gambia,External Health Expenditure (EXT) per Capita in US$,,10
Gambia,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,5
Gambia,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,25
Ghana,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3
Ghana,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,86
Ghana,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,33
Ghana,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,52
Ghana,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1
Ghana,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,35
Ghana,External Health Expenditure (EXT) per Capita in US$,,10
Ghana,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,27
Ghana,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,18
Guinea-Bissau,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7
Guinea-Bissau,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,84
Guinea-Bissau,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,8
Guinea-Bissau,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,76
Guinea-Bissau,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1
Guinea-Bissau,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,40
Guinea-Bissau,External Health Expenditure (EXT) per Capita in US$,,8
Guinea-Bissau,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,38
Guinea-Bissau,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,20
Kenya,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5
Kenya,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,82
Kenya,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,43
Kenya,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,39
Kenya,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2
Kenya,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,30
Kenya,External Health Expenditure (EXT) per Capita in US$,,14
Kenya,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,18
Kenya,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,26
Liberia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8
Liberia,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,71
Liberia,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,17
Liberia,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,54
Liberia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1
Liberia,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,31
Liberia,External Health Expenditure (EXT) per Capita in US$,,16
Liberia,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,26
Liberia,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,33
Madagascar,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6
Madagascar,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,77
Madagascar,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,47
Madagascar,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,30
Madagascar,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3
Madagascar,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,7
Madagascar,External Health Expenditure (EXT) per Capita in US$,,6
Madagascar,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,6
Madagascar,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,17
Malawi,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,10
Malawi,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,48
Malawi,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,31
Malawi,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,17
Malawi,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3
Malawi,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,5
Malawi,External Health Expenditure (EXT) per Capita in US$,,17
Malawi,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,3
Malawi,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,30
Mali,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4
Mali,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,72
Mali,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,35
Mali,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,37
Mali,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1
Mali,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,12
Mali,External Health Expenditure (EXT) per Capita in US$,,9
Mali,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,11
Mali,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,23
Mauritania,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4
Mauritania,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,93
Mauritania,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,39
Mauritania,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,54
Mauritania,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2
Mauritania,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,26
Mauritania,External Health Expenditure (EXT) per Capita in US$,,3
Mauritania,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,24
Mauritania,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,28
Mauritania,Current health expenditure by health care functions (preliminary data),Million NCU,"77,237"
Mauritania,Preventive care,Million NCU,"5,834"
Mauritius,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6
Mauritius,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,99
Mauritius,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,43
Mauritius,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,56
Mauritius,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2
Mauritius,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,338
Mauritius,External Health Expenditure (EXT) per Capita in US$,,5
Mauritius,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,293
Mauritius,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,25
Mozambique,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5
Mozambique,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,39
Mozambique,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,30
Mozambique,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,9
Mozambique,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1
Mozambique,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,2
Mozambique,External Health Expenditure (EXT) per Capita in US$,,13
Mozambique,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,2
Mozambique,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,32
Guinea,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4
Guinea,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,86
Guinea,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,17
Guinea,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,69
Guinea,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1
Guinea,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,23
Guinea,External Health Expenditure (EXT) per Capita in US$,,5
Guinea,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,19
Guinea,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,17
Namibia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9
Namibia,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,96
Namibia,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,46
Namibia,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,50
Namibia,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,4
Namibia,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,223
Namibia,External Health Expenditure (EXT) per Capita in US$,,18
Namibia,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,35
Namibia,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,37
Namibia,Current health expenditure by health care functions (preliminary data),Million NCU,"15,088"
Namibia,Preventive care,Million NCU,"1,624"
Lesotho,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,9
Lesotho,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,80
Lesotho,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,63
Lesotho,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,17
Lesotho,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,6
Lesotho,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,17
Lesotho,External Health Expenditure (EXT) per Capita in US$,,21
Lesotho,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,17
Lesotho,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,47
Niger,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8
Niger,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,83
Niger,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,33
Niger,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,50
Niger,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3
Niger,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,15
Niger,External Health Expenditure (EXT) per Capita in US$,,5
Niger,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,14
Niger,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,27
Niger,Current health expenditure by health care functions (preliminary data),Million NCU,"365,825"
Niger,Preventive care,Million NCU,"18,055"
Nigeria,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4
Nigeria,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,92
Nigeria,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,14
Nigeria,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,78
Nigeria,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,1
Nigeria,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,58
Nigeria,External Health Expenditure (EXT) per Capita in US$,,6
Nigeria,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,57
Nigeria,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,12
Nigeria,Current health expenditure by health care functions (preliminary data),Million NCU,"4,315,086"
Nigeria,Preventive care,Million NCU,"560,953"
Rwanda,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7
Rwanda,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,50
Rwanda,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,34
Rwanda,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,15
Rwanda,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,2
Rwanda,Domestic Private Health Expenditure (PVT-D) per Capita in US$,,8
Rwanda,External Health Expenditure (EXT) per Capita in US$,,25
Rwanda,Out-of-Pocket Expenditure (OOPS) per Capita in US$,,3
Rwanda,General Government Expenditure (GGE) as % Gross Domestic Product (GDP),,25
Sao Tome and Principe,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6
Sao Tome and Principe,Domestic Health Expenditure (DOM) as % of Current Health Expenditure (CHE),,61
Sao Tome and Principe,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),,46
Sao Tome and Principe,Domestic Private Health Expenditure (PVT-D) as % Current Health Expenditure (CHE),,15
Sao Tome and Principe,Domestic General Government Health Expenditure (GGHE-D) as % Gross Domestic Product (GDP),,3
